GNIS ID,Municipality Name,Municipality Type,2010 Muni Population,2010 Muni Housing Units,Muni Area (sq mi),County,REDC Region,# Cable Providers,# Hse Units Cable,% Hse Units Cable,# of DSL Providers,# Hse Units DSL,% Hse Units DSL,# Fiber Providers,# Hse Units Fiber,% Hse Units Fiber,# Wireline Providers,# Hse Units Wireline,% Hse Units Wireline,# Wireless Providers,# Hse Units Wireless,% Hse Units Wireless,# Satellite Providers
959719,Oyster Bay Cove,Village,"2,197",758,4.2,Nassau,Long Island Region,1,730,96,2,550,73,1,730,96,3,730,96,4,730,96,4
959764,Painted Post,Village,"1,809",885,1.4,Steuben,Southern Tier Region,1,850,96,1,840,95,1,0,0,3,850,96,3,850,96,4
979337,Palatine,Town,"3,240","1,299",41.8,Montgomery,Mohawk Valley Region,1,820,63,1,"1,200",92,0,0,0,2,"1,200",92,4,"1,200",92,4
959768,Palatine Bridge,Village,737,335,1,Montgomery,Mohawk Valley Region,1,320,96,1,320,96,0,0,0,2,320,96,4,320,96,4
979338,Palermo,Town,"3,664","1,425",40.8,Oswego,Central NY Region,1,"1,300",91,2,"1,000",70,0,0,0,3,"1,300",91,5,"1,300",91,4
979339,Palmyra,Town,"7,975","3,543",33.7,Wayne,Finger Lakes Region,1,"3,300",93,2,"3,100",87,2,0,0,5,"3,300",93,5,"3,400",96,4
979340,Pamelia,Town,"3,160","1,288",35.4,Jefferson,North Country Region,1,"1,100",85,2,"1,000",78,1,110,9,3,"1,200",93,4,"1,200",93,4
959806,Panama,Village,479,210,2.2,Chautauqua,Western NY Region,1,200,95,1,190,90,0,0,0,2,200,95,2,200,95,4
979341,Paris,Town,"4,411","1,865",31.5,Oneida,Mohawk Valley Region,1,"1,600",86,2,"1,700",91,1,0,0,4,"1,800",97,4,"1,800",97,4
979342,Parish,Town,"2,558","1,073",41.9,Oswego,Central NY Region,1,660,62,2,850,79,0,0,0,3,870,81,4,"1,000",93,4
979343,Parishville,Town,"2,153","1,390",101.4,St. Lawrence,North Country Region,1,880,63,1,740,53,1,130,9,3,"1,000",72,2,"1,200",86,4
979344,Parma,Town,"15,633","6,309",42.1,Monroe,Finger Lakes Region,1,"6,100",97,1,"5,900",94,2,0,0,4,"6,100",97,5,"6,000",95,4
959977,Patchogue,Village,"11,798","5,023",2.6,Suffolk,Long Island Region,1,"4,800",96,2,"4,800",96,4,0,0,6,"4,800",96,5,"4,800",96,4
979345,Patterson,Town,"12,023","4,272",32.7,Putnam,Mid-Hudson Region,2,"4,100",96,1,"3,600",84,3,"2,200",51,5,"4,100",96,4,"4,100",96,4
979346,Pavilion,Town,"2,495","1,005",35.8,Genesee,Finger Lakes Region,1,690,69,1,930,93,1,0,0,3,970,97,4,970,97,4
979347,Pawling,Town,"8,463","3,593",45.2,Dutchess,Mid-Hudson Region,2,"3,400",95,1,"3,100",86,1,0,0,4,"3,400",95,4,"3,400",95,4
979348,Peekskill,City,"23,583","9,709",5.5,Westchester,Mid-Hudson Region,1,"9,400",97,2,"9,400",97,3,"8,800",91,5,"9,400",97,4,"9,400",97,4
979349,Pelham,Town,"12,396","4,483",2.2,Westchester,Mid-Hudson Region,2,"4,300",96,2,"4,300",96,3,"4,200",94,6,"4,300",96,4,"4,300",96,4
979350,Pembroke,Town,"4,292","1,862",41.8,Genesee,Finger Lakes Region,1,"1,700",91,3,"1,700",91,1,0,0,5,"1,800",97,6,"1,800",97,4
979351,Pendleton,Town,"6,397","2,422",27.4,Niagara,Western NY Region,1,"2,300",95,2,"2,100",87,2,0,0,5,"2,300",95,6,"2,300",95,4
979352,Penfield,Town,"36,242","15,290",38,Monroe,Finger Lakes Region,1,"14,800",97,1,"14,700",96,4,0,0,6,"14,800",97,5,"14,800",97,4
960144,Penn Yan,Village,"5,159","2,358",2.3,Yates,Finger Lakes Region,1,"2,200",93,1,"2,200",93,1,0,0,3,"2,200",93,2,"2,200",93,4
979353,Perinton,Town,"46,462","19,709",34.5,Monroe,Finger Lakes Region,1,"19,100",97,2,"19,000",96,4,0,0,7,"19,100",97,5,"19,100",97,4
979354,Perry,Town,"4,616","2,190",36.6,Wyoming,Finger Lakes Region,1,"1,900",87,1,"2,000",91,1,0,0,3,"2,000",91,3,"2,100",96,4
979355,Perrysburg,Town,"1,626",736,34.6,Cattaraugus,Western NY Region,1,460,63,1,570,77,1,0,0,3,580,79,5,710,96,4
979356,Persia,Town,"2,404","1,045",21.1,Cattaraugus,Western NY Region,1,860,82,1,890,85,1,0,0,3,900,86,4,"1,000",96,4
979357,Perth,Town,"3,646","1,529",26.1,Fulton,Mohawk Valley Region,1,"1,400",92,2,"1,300",85,0,0,0,3,"1,400",92,3,"1,400",92,4
979358,Peru,Town,"6,998","2,831",92.5,Clinton,North Country Region,1,"2,500",88,1,"2,300",81,0,0,0,2,"2,600",92,5,"2,600",92,4
979359,Petersburgh,Town,"1,525",736,41.6,Rensselaer,Capital Region,0,0,0,2,590,80,0,0,0,2,590,80,4,710,96,4
979360,Pharsalia,Town,593,344,39.1,Chenango,Southern Tier Region,1,40,12,1,330,96,0,0,0,2,330,96,3,290,84,4
979361,Phelps,Town,"7,072","2,927",65.2,Ontario,Finger Lakes Region,1,"2,400",82,3,"2,700",92,1,0,0,5,"2,700",92,5,"2,800",96,4
979362,Philadelphia,Town,"1,947",820,37.6,Jefferson,North Country Region,1,700,85,1,740,90,0,0,0,2,750,91,4,790,96,4
979363,Philipstown,Town,"9,662","4,164",51.9,Putnam,Mid-Hudson Region,1,"4,000",96,2,"3,700",89,4,730,18,6,"4,000",96,4,"4,000",96,4
960311,Philmont,Village,"1,379",654,1.2,Columbia,Capital Region,1,630,96,1,610,93,1,0,0,2,630,96,5,630,96,4
960322,Phoenix,Village,"2,382","1,119",1.3,Oswego,Central NY Region,1,"1,000",89,1,"1,000",89,1,0,0,3,"1,000",89,6,"1,000",89,4
979364,Piercefield,Town,310,474,111.9,St. Lawrence,North Country Region,0,0,0,1,90,19,1,130,27,2,150,32,2,430,91,4
960362,Piermont,Village,"2,510","1,340",1.1,Rockland,Mid-Hudson Region,1,"1,200",90,1,"1,200",90,2,"1,200",90,3,"1,200",90,4,"1,200",90,4
979365,Pierrepont,Town,"2,589","1,266",61,St. Lawrence,North Country Region,1,850,67,2,910,72,1,530,42,4,"1,200",95,3,"1,200",95,4
979366,Pike,Town,"1,114",462,31.2,Wyoming,Finger Lakes Region,1,290,63,1,160,35,0,0,0,2,380,82,3,440,95,4
979367,Pinckney,Town,329,248,41.1,Lewis,North Country Region,0,0,0,1,0,0,0,0,0,1,0,0,3,240,97,4
979368,Pine Plains,Town,"2,473","1,284",31.1,Dutchess,Mid-Hudson Region,1,"1,200",93,2,"1,200",93,1,0,0,4,"1,200",93,5,"1,200",93,4
979369,Pitcairn,Town,846,499,59.4,St. Lawrence,North Country Region,1,200,40,1,290,58,0,0,0,2,320,64,2,480,96,4
979370,Pitcher,Town,803,429,28.5,Chenango,Southern Tier Region,1,290,68,1,390,91,0,0,0,2,400,93,2,410,96,4
979371,Pittsfield,Town,"1,366",696,37.7,Otsego,Mohawk Valley Region,1,330,47,2,630,91,0,0,0,3,650,93,4,670,96,4
979372,Pittsford,Town,"29,405","10,744",23.4,Monroe,Finger Lakes Region,1,"10,400",97,1,"10,400",97,4,0,0,6,"10,400",97,5,"10,400",97,4
979373,Pittstown,Town,"5,735","2,319",64.8,Rensselaer,Capital Region,1,"1,900",82,1,170,7,0,0,0,2,"1,900",82,6,"2,200",95,4
979374,Plainfield,Town,915,431,29.5,Otsego,Mohawk Valley Region,1,240,56,3,400,93,0,0,0,4,400,93,3,410,95,4
960668,Plandome,Village,"1,349",431,0.5,Nassau,Long Island Region,1,410,95,2,410,95,1,410,95,3,410,95,4,410,95,4
960669,Plandome Heights,Village,"1,005",330,0.2,Nassau,Long Island Region,1,320,97,2,320,97,1,320,97,3,320,97,4,310,94,4
960670,Plandome Manor,Village,872,295,0.6,Nassau,Long Island Region,1,280,95,2,280,95,1,280,95,3,280,95,4,280,95,4
979375,Plattekill,Town,"10,499","4,242",35.6,Ulster,Mid-Hudson Region,2,"4,100",97,2,"3,600",85,2,"1,500",35,5,"4,100",97,4,"4,100",97,4
979376,Plattsburgh,City,"19,989","8,691",6.6,Clinton,North Country Region,1,"8,400",97,3,"8,400",97,3,"8,400",97,5,"8,400",97,5,"8,400",97,4
979377,Plattsburgh,Town,"11,870","5,165",68.3,Clinton,North Country Region,1,"5,000",97,3,"4,500",87,3,"2,100",41,5,"5,000",97,5,"5,000",97,4
979378,Pleasant Valley,Town,"9,672","4,049",33.1,Dutchess,Mid-Hudson Region,2,"3,900",96,1,"3,700",91,3,350,9,5,"3,900",96,4,"3,900",96,4
960746,Pleasantville,Village,"7,019","2,680",1.8,Westchester,Mid-Hudson Region,1,"2,500",93,2,"2,500",93,4,"2,500",93,6,"2,500",93,4,"2,500",93,4
979379,Plymouth,Town,"1,804",941,42.4,Chenango,Southern Tier Region,1,760,81,1,870,92,0,0,0,2,880,94,4,900,96,4
979380,Poestenkill,Town,"4,530","1,765",32.5,Rensselaer,Capital Region,1,"1,500",85,2,"1,600",91,0,0,0,3,"1,600",91,5,"1,700",96,4
979381,Poland,Town,"2,356","1,041",36.8,Chautauqua,Western NY Region,1,800,77,1,680,65,1,0,0,3,960,92,3,"1,000",96,4
979382,Pomfret,Town,"14,965","5,884",44.3,Chautauqua,Western NY Region,1,"5,400",92,4,"5,700",97,2,0,0,7,"5,700",97,4,"5,700",97,4
960875,Pomona,Village,"3,103","1,054",2.3,Rockland,Mid-Hudson Region,1,"1,000",95,1,590,56,1,"1,000",95,2,"1,000",95,4,"1,000",95,4
979383,Pompey,Town,"7,080","2,627",66.5,Onondaga,Central NY Region,1,"2,200",84,3,"2,000",76,0,0,0,4,"2,400",91,6,"2,500",95,4
979384,Poospatuck Reservation,Tribal Community,324,124,0.2,Suffolk,Long Island Region,1,120,97,1,120,97,1,0,0,3,120,97,4,110,89,4
960954,Poquott,Village,953,380,0.6,Suffolk,Long Island Region,1,360,95,1,330,87,2,360,95,3,360,95,4,360,95,4
979385,Portage,Town,884,389,26.6,Livingston,Finger Lakes Region,1,290,75,1,370,95,0,0,0,2,370,95,4,370,95,4
960960,Port Byron,Village,"1,290",537,1,Cayuga,Central NY Region,1,520,97,1,510,95,2,0,0,4,520,97,3,520,97,4
977392,Port Chester,Village,"28,967","10,046",2.4,Westchester,Mid-Hudson Region,1,"9,700",97,2,"9,700",97,4,"9,500",95,6,"9,700",97,4,"9,700",97,4
960962,Port Dickinson,Village,"1,641",782,0.6,Broome,Southern Tier Region,1,750,96,1,750,96,3,0,0,5,750,96,5,750,96,4
979386,Porter,Town,"6,771","3,103",33.6,Niagara,Western NY Region,1,"2,900",93,1,"1,900",61,0,0,0,2,"2,900",93,6,"2,900",93,4
960967,Port Henry,Village,"1,194",627,1.4,Essex,North Country Region,1,600,96,0,0,0,0,0,0,1,600,96,2,600,96,4
960968,Port Jefferson,Village,"7,750","3,270",3.1,Suffolk,Long Island Region,1,"3,100",95,1,"2,800",86,4,"2,900",89,5,"3,100",95,5,"3,100",95,4
979387,Port Jervis,City,"8,828","3,957",2.7,Orange,Mid-Hudson Region,2,"3,800",96,1,"3,800",96,1,0,0,4,"3,800",96,4,"3,800",96,4
979388,Portland,Town,"4,827","2,124",34.3,Chautauqua,Western NY Region,1,"1,800",85,2,"1,900",89,1,0,0,4,"2,000",94,4,"2,000",94,4
960975,Port Leyden,Village,672,288,0.7,Lewis,North Country Region,1,270,94,1,270,94,0,0,0,2,270,94,2,270,94,4
979389,Portville,Town,"3,730","1,729",36.1,Cattaraugus,Western NY Region,1,"1,300",75,1,"1,400",81,0,0,0,2,"1,600",93,4,"1,600",93,4
960980,Port Washington North,Village,"3,154","1,395",0.5,Nassau,Long Island Region,1,"1,300",93,2,"1,300",93,2,"1,300",93,4,"1,300",93,4,"1,300",93,4
979390,Potsdam,Town,"16,041","5,434",103.4,St. Lawrence,North Country Region,1,"5,100",94,1,"4,700",86,1,"1,200",22,3,"5,200",96,3,"5,200",96,4
979391,Potter,Town,"1,865",688,37.2,Yates,Finger Lakes Region,1,160,23,2,440,64,0,0,0,3,440,64,4,660,96,4
979392,Poughkeepsie,City,"32,736","13,984",5.7,Dutchess,Mid-Hudson Region,2,"13,500",97,1,"12,500",89,4,"13,500",97,6,"13,500",97,4,"13,500",97,4
979393,Poughkeepsie,Town,"43,341","16,116",31.3,Dutchess,Mid-Hudson Region,2,"15,600",97,1,"12,300",76,3,"15,200",94,5,"15,600",97,4,"15,600",97,4
979394,Pound Ridge,Town,"5,104","2,108",23.1,Westchester,Mid-Hudson Region,1,"2,000",95,1,"1,800",85,2,"1,800",85,3,"2,000",95,4,"2,000",95,4
979395,Prattsburg,Town,"2,085","1,468",51.7,Steuben,Southern Tier Region,1,570,39,2,"1,300",89,2,570,39,4,"1,300",89,3,"1,400",95,4
979396,Prattsville,Town,700,506,21.6,Greene,Capital Region,1,380,75,0,0,0,1,0,0,1,380,75,3,490,97,4
979397,Preble,Town,"1,393",687,27.6,Cortland,Central NY Region,1,640,93,1,450,66,0,0,0,2,650,95,4,660,96,4
979398,Preston,Town,"1,044",529,35,Chenango,Southern Tier Region,1,110,21,1,490,93,0,0,0,2,490,93,4,510,96,4
979399,Princetown,Town,"2,115",874,24.1,Schenectady,Capital Region,1,830,95,2,640,73,0,0,0,3,830,95,4,840,96,4
961155,Prospect,Village,291,127,0.2,Oneida,Mohawk Valley Region,1,120,94,0,0,0,0,0,0,1,120,94,2,120,94,4
979400,Providence,Town,"1,995","1,056",45,Saratoga,Capital Region,1,990,94,2,480,45,0,0,0,3,990,94,4,"1,000",95,4
961947,Pulaski,Village,"2,365","1,188",3.4,Oswego,Central NY Region,1,"1,100",93,1,"1,100",93,1,0,0,3,"1,100",93,3,"1,100",93,4
979401,Pulteney,Town,"1,285","1,238",36.5,Steuben,Southern Tier Region,1,820,66,1,"1,200",97,1,190,15,2,"1,200",97,2,"1,200",97,4
979402,Putnam,Town,609,674,35.5,Washington,Capital Region,1,200,30,1,10,1,0,0,0,2,200,30,3,650,96,4
979403,Putnam Valley,Town,"11,809","4,837",42.9,Putnam,Mid-Hudson Region,2,"4,600",95,2,"4,200",87,3,"2,700",56,6,"4,600",95,4,"4,600",95,4
979404,Queens,Borough,"2,230,722","835,127",179,Queens,New York City,3,"809,000",97,2,"808,000",97,5,"576,000",69,9,"810,000",97,7,"809,000",97,4
979405,Queensbury,Town,"27,901","12,999",67.9,Warren,Capital Region,1,"12,500",96,2,"11,500",88,2,"1,200",9,5,"12,600",97,6,"12,600",97,4
962113,Quogue,Village,967,"1,623",5.1,Suffolk,Long Island Region,1,"1,500",92,1,"1,500",92,1,0,0,3,"1,500",92,4,"1,500",92,4
979406,Ramapo,Town,"126,595","36,754",61.8,Rockland,Mid-Hudson Region,1,"35,600",97,2,"34,200",93,5,"33,400",91,7,"35,600",97,4,"35,600",97,4
979407,Randolph,Town,"2,602","1,150",36.3,Cattaraugus,Western NY Region,1,730,63,1,"1,000",87,0,0,0,2,"1,000",87,3,"1,100",96,4
979408,Rathbone,Town,"1,126",489,36.2,Steuben,Southern Tier Region,1,210,43,2,390,80,1,0,0,4,430,88,2,450,92,4
962229,Ravena,Village,"3,268","1,514",1.4,Albany,Capital Region,1,"1,400",92,1,"1,400",92,2,"1,400",92,2,"1,400",92,5,"1,400",92,4
979409,Reading,Town,"1,707",893,27.2,Schuyler,Southern Tier Region,2,470,53,2,620,69,1,150,17,5,750,84,3,860,96,4
962279,Red Creek,Village,532,237,0.9,Wayne,Finger Lakes Region,1,220,93,0,0,0,1,0,0,2,220,93,2,220,93,4
979410,Redfield,Town,550,697,93.1,Oswego,Central NY Region,0,0,0,2,190,27,0,0,0,2,190,27,3,580,83,4
979411,Red Hook,Town,"11,319","4,384",39.6,Dutchess,Mid-Hudson Region,2,"4,200",96,2,"4,200",96,3,0,0,6,"4,200",96,7,"4,200",96,4
979412,Red House,Town,38,25,62.3,Cattaraugus,Western NY Region,0,0,0,0,0,0,0,0,0,0,0,0,3,20,80,4
979413,Remsen,Town,"1,929","1,089",36.9,Oneida,Mohawk Valley Region,1,650,60,1,990,91,0,0,0,2,990,91,2,"1,000",92,4
979414,Rensselaer,City,"9,392","4,695",3.3,Rensselaer,Capital Region,1,"4,500",96,1,"4,500",96,4,0,0,6,"4,500",96,5,"4,500",96,4
976882,Rensselaer Falls,Village,332,141,0.3,St. Lawrence,North Country Region,1,130,92,1,130,92,0,0,0,2,130,92,2,130,92,4
979415,Rensselaerville,Town,"1,843","1,271",61.9,Albany,Capital Region,1,800,63,2,70,6,1,0,0,3,880,69,4,"1,100",87,4
979416,Rhinebeck,Town,"7,548","3,653",39.6,Dutchess,Mid-Hudson Region,2,"3,500",96,1,"3,500",96,1,0,0,4,"3,500",96,6,"3,500",96,4
962466,Richburg,Village,450,192,1,Allegany,Western NY Region,1,180,94,1,180,94,0,0,0,2,180,94,2,180,94,4
979417,Richfield,Town,"2,388","1,436",32.4,Otsego,Mohawk Valley Region,1,"1,100",77,2,"1,200",84,0,0,0,3,"1,200",84,3,"1,300",91,4
962471,Richfield Springs,Village,"1,264",684,1,Otsego,Mohawk Valley Region,1,660,96,1,660,96,0,0,0,2,660,96,3,660,96,4
979418,Richford,Town,"1,172",563,37.8,Tioga,Southern Tier Region,2,270,48,1,540,96,1,0,0,4,540,96,4,540,96,4
979419,Richland,Town,"5,718","2,766",58,Oswego,Central NY Region,1,"2,200",80,2,"2,400",87,1,0,0,4,"2,500",90,4,"2,600",94,4
978648,Richmond,Town,"3,361","1,929",44.4,Ontario,Finger Lakes Region,1,"1,500",78,1,"1,800",93,1,0,0,3,"1,800",93,4,"1,800",93,4
979421,Richmondville,Town,"2,610","1,251",30.2,Schoharie,Mohawk Valley Region,1,"1,000",80,2,360,29,0,0,0,3,"1,000",80,4,"1,200",96,4
976888,Richville,Village,323,123,0.7,St. Lawrence,North Country Region,1,110,89,1,110,89,0,0,0,2,110,89,2,110,89,4
979422,Ridgeway,Town,"6,780","2,981",50.3,Orleans,Finger Lakes Region,1,"2,800",94,1,"2,400",81,0,0,0,2,"2,800",94,4,"2,800",94,4
979423,Riga,Town,"5,590","2,232",35.3,Monroe,Finger Lakes Region,1,"2,100",94,1,"2,000",90,2,0,0,4,"2,100",94,5,"2,100",94,4
979424,Ripley,Town,"2,415","1,259",49,Chautauqua,Western NY Region,1,710,56,1,"1,100",87,1,0,0,3,"1,200",95,4,"1,200",95,4
979425,Riverhead,Town,"33,506","15,424",210.6,Suffolk,Long Island Region,2,"14,900",97,1,"13,000",84,3,0,0,6,"14,900",97,5,"14,800",96,4
962569,Riverside,Village,497,236,0.3,Steuben,Southern Tier Region,1,220,93,1,220,93,1,0,0,3,220,93,3,220,93,4
979426,Rochester,City,"210,565","97,158",36.6,Monroe,Finger Lakes Region,1,"94,200",97,1,"93,900",97,4,0,0,6,"94,200",97,5,"94,200",97,4
979427,Rochester,Town,"7,313","4,019",89.2,Ulster,Mid-Hudson Region,1,"3,700",92,1,"3,000",75,1,0,0,3,"3,800",95,6,"3,800",95,4
979428,Rockland,Town,"3,775","2,755",95.2,Sullivan,Mid-Hudson Region,1,"2,400",87,2,660,24,0,0,0,3,"2,500",91,3,"2,600",94,4
962765,Rockville Centre,Village,"24,023","9,679",3.3,Nassau,Long Island Region,1,"9,300",96,2,"9,300",96,4,"9,300",96,6,"9,300",96,4,"9,300",96,4
979429,Rodman,Town,"1,176",476,42.3,Jefferson,North Country Region,1,190,40,1,440,92,0,0,0,2,440,92,3,460,97,4
979430,Rome,City,"33,725","14,893",75.4,Oneida,Mohawk Valley Region,1,"14,400",97,1,"14,000",94,2,0,0,4,"14,400",97,5,"14,400",97,4
979431,Romulus,Town,"4,316","1,101",51.4,Seneca,Finger Lakes Region,1,720,65,1,920,84,1,0,0,3,"1,000",91,6,"1,000",91,4
979432,Root,Town,"1,715",786,50.9,Montgomery,Mohawk Valley Region,1,250,32,2,660,84,0,0,0,3,710,90,4,760,97,4
979433,Rose,Town,"2,369",982,33.9,Wayne,Finger Lakes Region,1,590,60,1,80,8,0,0,0,2,690,70,4,950,97,4
979434,Roseboom,Town,711,477,33,Otsego,Mohawk Valley Region,0,0,0,1,0,0,0,0,0,1,0,0,5,440,92,4
979435,Rosendale,Town,"6,075","2,897",20.7,Ulster,Mid-Hudson Region,1,"2,800",97,1,"2,700",93,1,0,0,3,"2,800",97,5,"2,800",97,4
962929,Roslyn,Village,"2,770","1,288",0.7,Nassau,Long Island Region,1,"1,200",93,2,"1,200",93,2,"1,100",85,4,"1,200",93,4,"1,200",93,4
962931,Roslyn Estates,Village,"1,251",428,0.4,Nassau,Long Island Region,1,410,96,2,410,96,2,400,93,4,410,96,4,410,96,4
962933,Roslyn Harbor,Village,"1,051",382,1.2,Nassau,Long Island Region,1,370,97,2,370,97,3,360,94,5,370,97,4,360,94,4
979436,Rossie,Town,877,526,39.1,St. Lawrence,North Country Region,1,0,0,2,380,72,0,0,0,3,380,72,3,510,97,4
979437,Rotterdam,Town,"29,094","13,003",36.5,Schenectady,Capital Region,1,"12,600",97,2,"12,500",96,4,210,2,6,"12,600",97,4,"12,600",97,4
962980,Round Lake,Village,623,311,1.1,Saratoga,Capital Region,1,300,96,1,290,93,1,0,0,3,300,96,5,300,96,4
963048,Rouses Point,Village,"2,209","1,140",2.1,Clinton,North Country Region,1,"1,100",96,1,"1,100",96,2,0,0,3,"1,100",96,3,"1,000",88,4
979438,Roxbury,Town,"2,502","2,191",87.6,Delaware,Southern Tier Region,2,"1,200",55,1,0,0,1,0,0,3,"1,200",55,5,"2,100",96,4
979439,Royalton,Town,"7,660","3,188",71,Niagara,Western NY Region,1,"3,000",94,1,"2,800",88,0,0,0,2,"3,000",94,6,"3,000",94,4
979440,Rush,Town,"3,478","1,412",30.7,Monroe,Finger Lakes Region,1,"1,300",92,1,"1,000",71,2,0,0,4,"1,300",92,5,"1,300",92,4
979441,Rushford,Town,"1,150","1,361",36.1,Allegany,Western NY Region,0,0,0,2,30,2,0,0,0,2,30,2,3,"1,300",96,4
963107,Rushville,Village,677,278,0.6,Ontario,Finger Lakes Region,1,260,94,1,260,94,0,0,0,2,260,94,3,260,94,4
979442,Russell,Town,"1,856",990,97.1,St. Lawrence,North Country Region,1,370,37,2,820,83,1,0,0,4,870,88,3,960,97,4
963113,Russell Gardens,Village,945,359,0.2,Nassau,Long Island Region,1,340,95,2,340,95,2,340,95,4,340,95,4,340,95,4
979443,Russia,Town,"2,587","1,403",60.4,Herkimer,Mohawk Valley Region,1,900,64,2,"1,100",78,1,0,0,4,"1,300",93,3,"1,300",93,4
979444,Rutland,Town,"3,060","1,280",45.4,Jefferson,North Country Region,1,960,75,1,890,70,0,0,0,2,"1,000",78,4,"1,200",94,4
979445,Rye,City,"15,720","5,957",9,Westchester,Mid-Hudson Region,1,"5,700",96,2,"5,600",94,5,"5,700",96,7,"5,700",96,4,"5,700",96,4
979446,Rye,Town,"45,928","16,556",7.4,Westchester,Mid-Hudson Region,1,"16,000",97,2,"15,800",95,5,"15,800",95,7,"16,000",97,4,"16,000",97,4
979940,Rye Brook,Village,"9,347","3,603",3.5,Westchester,Mid-Hudson Region,1,"3,400",94,2,"3,400",94,5,"3,400",94,7,"3,400",94,4,"3,400",94,4
963166,Sackets Harbor,Village,"1,450",938,2.2,Jefferson,North Country Region,1,900,96,1,900,96,0,0,0,2,900,96,4,900,96,4
963208,Saddle Rock,Village,830,280,0.3,Nassau,Long Island Region,1,270,96,2,270,96,2,270,96,4,270,96,4,260,93,4
2391112,Sagaponack,Village,313,676,4.7,Suffolk,Long Island Region,1,650,96,1,620,92,0,0,0,2,650,96,5,650,96,4
963216,Sag Harbor,Village,"2,169","1,941",1.8,Suffolk,Long Island Region,1,"1,800",93,1,"1,800",93,1,0,0,3,"1,800",93,5,"1,800",93,4
979450,Salamanca,City,"5,815","2,842",6.5,Cattaraugus,Western NY Region,1,"2,700",95,1,"2,700",95,1,0,0,3,"2,700",95,3,"2,700",95,4
979451,Salamanca,Town,481,237,22.9,Cattaraugus,Western NY Region,1,110,46,1,150,63,0,0,0,2,150,63,3,220,93,4
979452,Salem,Town,"2,715","1,356",52.4,Washington,Capital Region,1,790,58,1,"1,000",74,1,250,18,3,"1,100",81,4,"1,300",96,4
979453,Salina,Town,"33,710","15,752",15.5,Onondaga,Central NY Region,1,"15,200",96,1,"11,100",70,6,"15,000",95,7,"15,200",96,6,"15,200",96,4
979454,Salisbury,Town,"1,958",960,108.9,Herkimer,Mohawk Valley Region,1,470,49,1,590,61,0,0,0,2,680,71,3,910,95,4
964335,Saltaire,Village,37,459,0.3,Suffolk,Long Island Region,0,0,0,0,0,0,1,430,94,1,430,94,6,440,96,4
979455,Sand Lake,Town,"8,530","3,673",36,Rensselaer,Capital Region,1,"3,500",95,1,"3,200",87,1,0,0,3,"3,500",95,5,"3,500",95,4
964415,Sands Point,Village,"2,675",934,5.8,Nassau,Long Island Region,1,900,96,2,900,96,3,900,96,5,900,96,4,890,95,4
979456,Sandy Creek,Town,"3,939","2,653",42.8,Oswego,Central NY Region,1,"2,000",75,1,"2,500",94,0,0,0,2,"2,500",94,4,"2,500",94,4
979457,Sanford,Town,"2,407","1,739",91,Broome,Southern Tier Region,3,900,52,2,"1,600",92,1,0,0,6,"1,600",92,5,"1,600",92,4
979458,Sangerfield,Town,"2,561","1,096",31,Oneida,Mohawk Valley Region,1,810,74,2,"1,000",91,0,0,0,3,"1,000",91,3,"1,000",91,4
979459,Santa Clara,Town,345,850,191.6,Franklin,North Country Region,1,490,58,1,430,51,0,0,0,2,550,65,3,730,86,4
979460,Saranac,Town,"4,007","1,777",115.9,Clinton,North Country Region,1,"1,300",73,1,0,0,0,0,0,2,"1,400",79,5,"1,600",90,4
964482,Saranac Lake,Village,"5,406","3,025",3.1,Essex,North Country Region,1,"2,900",96,1,"2,900",96,0,0,0,2,"2,900",96,3,"2,900",96,4
979461,Saratoga,Town,"5,674","2,632",42.8,Saratoga,Capital Region,1,"2,500",95,1,"2,400",91,1,520,20,3,"2,500",95,6,"2,500",95,4
979462,Saratoga Springs,City,"26,586","12,936",28.9,Saratoga,Capital Region,1,"12,500",97,1,"12,300",95,5,"2,100",16,6,"12,500",97,6,"12,500",97,4
979463,Sardinia,Town,"2,775","1,182",50.5,Erie,Western NY Region,1,490,41,1,690,58,1,0,0,3,810,69,5,"1,100",93,4
979464,Saugerties,Town,"19,482","9,106",68,Ulster,Mid-Hudson Region,2,"8,700",96,1,"8,200",90,2,0,0,4,"8,800",97,7,"8,800",97,4
979465,Savannah,Town,"1,730",695,36.2,Wayne,Finger Lakes Region,1,440,63,1,660,95,0,0,0,2,660,95,4,670,96,4
964516,Savona,Village,827,332,1,Steuben,Southern Tier Region,1,320,96,0,0,0,0,0,0,1,320,96,3,320,96,4
979466,Scarsdale,Town,"17,166","5,647",6.7,Westchester,Mid-Hudson Region,1,"5,400",96,2,"5,400",96,4,"5,400",96,6,"5,400",96,4,"5,400",96,4
979467,Schaghticoke,Town,"7,679","3,040",51.9,Rensselaer,Capital Region,1,"2,800",92,1,"1,900",63,0,0,0,2,"2,800",92,6,"2,900",95,4
979468,Schenectady,City,"66,135","30,095",11,Schenectady,Capital Region,1,"29,100",97,1,"28,000",93,4,"25,300",84,5,"29,100",97,4,"29,100",97,4
979469,Schodack,Town,"12,794","5,372",63.6,Rensselaer,Capital Region,1,"5,000",93,2,"4,700",87,1,0,0,4,"5,100",95,5,"5,200",97,4
979470,Schoharie,Town,"3,205","1,526",29.9,Schoharie,Mohawk Valley Region,1,"1,300",85,1,"1,300",85,1,0,0,3,"1,400",92,4,"1,400",92,4
